,,,,bat tracking,,,,,,,,,,,,,,,,bat tracking swing path,,,,,,,,, batted ball ,,,,,,,,,,,,,,,Arm Strength,,,,,,,,,,,,,,,,,,,,,,,,,Base running value (Arm value on folder),,,,,,,,,,,,,,,,,,,Baseruning_run_value,,,,,,,,,,,,,,,Basestealing runnning game,,,,,,,,,,,,,,,,,,,,Exit velocity,,,,,,,,,,,,,,,,,Expected Statistics,,,,,,,,,,,Field Run Value,,,,,,,,,,,,,,,,,,Outs above avergae,,,,,,,,,,,,,Run value ( Swing take),,,,,,,Sprint speed,,,,,,
id,name,year,side,swings_competitive,percent_swings_competitive,contact,avg_bat_speed,hard_swing_rate,squared_up_per_bat_contact,squared_up_per_swing,blast_per_bat_contact,blast_per_swing,swing_length,swords,batter_run_value,whiffs,whiff_per_swing,batted_ball_events,batted_ball_event_per_swing,swing_tilt,attack_angle,attack_direction,ideal_attack_angle_rate,avg_intercept_y_vs_plate,avg_intercept_y_vs_batter,avg_batter_y_position,avg_batter_x_position,competitive_swings,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,fielder_name,team_name,primary_position,primary_position_name,total_throws,total_throws_1b,total_throws_2b,total_throws_3b,total_throws_ss,total_throws_lf,total_throws_cf,total_throws_rf,total_throws_inf,total_throws_of,max_arm_strength,arm_1b,arm_2b,arm_3b,arm_ss,arm_lf,arm_cf,arm_rf,arm_inf,arm_of,arm_overall,entity_name,runner_runs,fielder_runs,runner_runs_advances,runner_runs_thrown_out,runner_runs_hold,fielder_runs_advances,fielder_runs_thrown_out,fielder_runs_hold,n_opp_xb,n_att_xb,rate_att_xb,est_rate_att_generic_runner,est_rate_att_generic_fielder,n_out,n_safe,rate_safe,rate_safe_per_attempt,year.1,start_year,end_year,runner_runs_tot,runner_runs_XB,runner_runs_SBX,N_runner_moved,runner_runs_XB_swipe,runner_runs_XB_snipe,runner_runs_XB_freeze,N_runner_moved_XB,runner_runs_SB2,runner_runs_SB3,simple_stolen_on_running_act_SB2,simple_stolen_on_running_act_SB3,N_runner_moved_SBX,player_name,key_target_base,runs_stolen_on_running_act,n_init,rate_sbx,n_sb,n_cs,n_pk,n_bk,n_fb,n_plus,n_minus,net_act_plus,net_act_minus,r_primary_lead,r_secondary_lead,r_sec_minus_prim_lead,r_primary_lead_sbx,r_secondary_lead_sbx,r_sec_minus_prim_lead_sbx,"last_name, first_name",attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,total_runs,inf_of_runs,range_runs,arm_runs,dp_runs,catching_runs,framing_runs,throwing_runs,blocking_runs,outs_total,outs_2,outs_3,outs_4,outs_5,outs_6,outs_7,outs_8,outs_9,display_team_name,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted,team_id,pitches,runs_all,runs_heart,runs_shadow,runs_chase,runs_waste,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
680574,"McLain, Matt",2023,R,251,0.899641577,171,70.27264829,0.09561753,0.397660819,0.270916335,0.192982456,0.131474104,6.95839608,3,5.864066147,80,0.3187251,94,0.374501992,33.34567555,13.72047763,0.564713144,0.521912351,4.459796279,33.31473906,28.85494278,28.76890488,251,250,0.4,0.6,0.264,0.272,0.064,0.328,0.384,0.288,0.192,0.156,0.052,0.136,0.228,0.236,"McLain, Matt",,6,Shortstop,381,0,156,0,225,0,0,0,381,0,90.3,,84.1,,86.4,,,,86.3,,86.3,,,,,,,,,,,,,,,,,,,,2023,2023,-0.659249002,0.497435521,-1.156684523,62,3.533874423,-2.317623526,-0.718815377,44,-1.508689889,0.352005366,-2.196320236,1.518666956,18,"McLain, Matt",All,-1.156684523,737,0.020352782,10,5,1,2,0,12,6,3.406962188,-4.084615468,12.87332692,16.03814349,3.164816568,12.88473333,23.9708,11.08606667,"McLain, Matt",250,13.8,39.6,109.9,89.3,100.2,94.4,83.9,428,182,396,106,42.4,27,10.8,6.7,403,250,0.29,0.252,0.038,0.507,0.441,0.066,0.37,0.332,0.038,1.029840387,1.029840387,1.67844383,,-0.648603443,,,,,1395,0,0,0,0,1395,0,0,0,Reds,SS,2,2,3,-1,0,1,1,1,76%,75%,1%,113,1672,17.98234192,2.218901259,-2.343841456,11.18947294,6.91780918,CIN,SS,23,141,9,4.23,29
666182,"Bichette, Bo",2023,R,334,0.902702703,257,70.11782009,0.158682635,0.311284047,0.239520958,0.147859922,0.113772455,7.173849819,6,-8.043240408,77,0.230538922,126,0.377245509,38.83312718,4.688931453,4.257603134,0.365269461,-4.421153217,24.73858266,29.15973588,24.36342282,334,457,0.463894967,0.536105033,0.188183807,0.308533917,0.039387309,0.258205689,0.336980306,0.404814004,0.140043764,0.181619256,0.142231947,0.118161926,0.15536105,0.262582057,"Bichette, Bo",,6,Shortstop,528,0,0,0,528,0,0,0,528,0,91.2,,,,82.6,,,,82.6,,82.6,"Bichette, Bo",-0.090269479,0.039140931,0,0,-0.090269479,0,0,0.039140931,1,0,0,0.538899778,0.284201995,0,0,0,,2023,2023,2023,-0.63838153,0.020869688,-0.659251217,63,3.060308644,-1.565070128,-1.474368828,55,-0.604835272,-0.054415945,-3.286198698,-0.725081343,8,"Bichette, Bo",All,-0.659251217,955,0.007329843,5,2,0,1,0,6,2,-4.583299205,0.572019164,12.30970889,15.51615556,3.206446667,12.93942857,26.32842857,13.389,"Bichette, Bo",457,6.2,38.3,113.4,90.2,101.7,93.8,87.5,460,158,399,205,44.9,44,9.6,7.3,601,457,0.306,0.301,0.005,0.475,0.496,-0.021,0.349,0.356,-0.007,-4.326238216,-4.326238216,-2.079999647,0.039140931,-2.2853795,,,,,3409,0,0,0,0,3409,0,0,0,Blue Jays,SS,-2,-3,1,-3,-2,0,-1,-2,71%,72%,-1%,141,2225,14.93579531,-3.256789124,4.090175823,8.823444537,5.278964078,TOR,SS,25,241,,4.52,27.1
605113,"Ahmed, Nick",2023,R,101,0.901785714,76,69.67116871,0.138613861,0.328947368,0.247524752,0.118421053,0.089108911,7.2790316,0,-6.606342281,25,0.247524752,38,0.376237624,26.96674099,11.72472986,-0.143057848,0.613861386,0.998482847,35.31009836,34.31161551,28.35838736,101,146,0.431506849,0.568493151,0.219178082,0.260273973,0.089041096,0.363013699,0.390410959,0.246575342,0.157534247,0.212328767,0.061643836,0.205479452,0.178082192,0.184931507,"Ahmed, Nick",,6,Shortstop,377,0,0,0,377,0,0,0,377,0,81.4,,,,78.2,,,,78.2,,78.2,,,,,,,,,,,,,,,,,,,,2023,2023,0.975625666,0.327945529,0.647680137,17,0.690608876,0,-0.362663347,12,0.328222725,0.319457412,0.812445749,1.533778332,5,"Ahmed, Nick",All,0.647680137,247,0.020242915,5,0,0,0,0,5,0,1.632482799,0.713741282,11.35204622,14.24630672,2.894260504,13.633,28.0058,14.3728,"Ahmed, Nick",146,12.8,32.9,108.4,85.2,97.5,91.1,80.6,408,160,406,46,31.5,4,2.7,1.9,210,146,0.212,0.225,-0.013,0.303,0.328,-0.025,0.247,0.264,-0.017,4.268402619,4.268402619,4.390680797,,-0.122278179,,,,,1465,0,0,0,0,1465,0,0,0,D-backs,SS,4,6,0,3,3,0,4,2,77%,74%,3%,109,776,-14.51093877,-5.138049752,-14.45238254,3.108243396,1.971250117,AZ,SS,33,70,,4.44,28.1
657557,"DeJong, Paul",2023,R,265,0.901360544,175,69.43750279,0.030188679,0.354285714,0.233962264,0.08,0.052830189,6.916881094,13,-18.39068593,90,0.339622642,98,0.369811321,36.24603428,14.96758519,-4.122254341,0.532075472,5.945631062,30.50869846,24.5630674,27.2584601,265,253,0.399209486,0.600790514,0.280632411,0.217391304,0.102766798,0.438735178,0.260869565,0.300395257,0.205533597,0.122529644,0.071146245,0.233201581,0.138339921,0.229249012,"DeJong, Paul",,6,Shortstop,596,0,1,0,595,0,0,0,596,0,84.3,,,,80.6,,,,80.6,,80.6,,,,,,,,,,,,,,,,,,,,2023,2023,-1.722649668,-0.647047413,-1.075602255,24,0.462383996,0,-1.109431409,17,-0.917442141,-0.158160114,-2.329663969,-0.909686847,7,"DeJong, Paul",All,-1.075602255,466,0.015021459,4,3,0,0,0,4,3,-1.528422447,-1.710928369,11.67599542,15.3549405,3.67894508,11.53528571,25.48228571,13.947,"DeJong, Paul",253,16.8,34.8,107.6,85.5,97.7,91.1,80.5,433,168,401,84,33.2,17,6.7,4.3,400,253,0.207,0.216,-0.009,0.355,0.361,-0.006,0.266,0.277,-0.011,5.073313737,5.073313737,6.259887768,,-1.186574031,,,,,2729,0,0,0,0,2729,0,0,0,---,SS,6,8,6,7,-5,0,4,5,78%,75%,3%,137,1424,-14.14391165,5.739648518,-29.89270003,3.94339077,6.065749084,SF,SS,29,102,,4.62,26.8
687263,"Neto, Zach",2023,R,212,0.898305085,145,69.28685665,0.066037736,0.337931034,0.231132075,0.110344828,0.075471698,7.195281875,9,-10.78442907,67,0.316037736,67,0.316037736,36.02299873,17.90697938,-3.932728331,0.485849057,8.951848275,33.45820386,24.50635559,23.91431956,212,216,0.388888889,0.611111111,0.324074074,0.231481481,0.055555556,0.421296296,0.319444444,0.259259259,0.222222222,0.125,0.041666667,0.199074074,0.194444444,0.217592593,"Neto, Zach",,6,Shortstop,461,0,0,0,461,0,0,0,461,0,94.3,,,,88.5,,,,88.5,,88.5,"Neto, Zach",-0.176653571,0.210684363,0.003827159,0,-0.18048073,-0.003762319,0,0.214446683,8,2,0.25,0.364995061,0.376170643,0,2,0.25,1,2023,2023,2023,0.168952856,-0.02906012,0.198012976,25,1.502458521,-0.798922364,-0.732596277,19,0.479451262,-0.281438287,0.804493772,-0.398218679,6,"Neto, Zach",All,0.198012976,441,0.013605442,5,1,0,0,0,5,1,-0.060756735,0.467031828,11.09028198,15.52801044,4.43772846,11.792,29.0702,17.2782,"Neto, Zach",216,14.5,33.3,109.9,89.1,99.6,94.2,82.6,436,175,404,87,40.3,19,8.8,5.8,329,216,0.225,0.224,0.001,0.377,0.41,-0.033,0.302,0.315,-0.013,-0.501047539,-0.501047539,0.887648601,0.210684363,-1.599380503,,,,,2134,0,0,0,0,2134,0,0,0,Angels,SS,1,1,-1,5,-4,1,0,1,77%,76%,1%,108,1288,-1.582829963,-6.503351386,-11.86594552,9.411760719,7.374706226,LAA,SS,22,109,,4.44,27.7
641313,"Anderson, Tim",2023,R,425,0.900423729,333,68.80019915,0.030588235,0.279279279,0.218823529,0.111111111,0.087058824,7.07618684,19,-14.09971222,92,0.216470588,147,0.345882353,40.7587913,8.939321447,5.622487991,0.447058824,6.079939799,28.03983646,21.95989666,26.36819323,425,373,0.613941019,0.386058981,0.107238606,0.268096515,0.010723861,0.294906166,0.428954424,0.27613941,0.233243968,0.286863271,0.09383378,0.061662198,0.142091153,0.18230563,"Anderson, Tim",,6,Shortstop,525,0,8,0,517,0,0,0,525,0,87.9,,,,84.9,,,,84.8,,84.8,"Anderson, Tim",-0.193580884,0.1934924,0,0,-0.193580884,0,0,0.1934924,1,0,0,0.808558822,0.8086768,0,0,0,,2023,2023,2023,-0.32605463,0.862004602,-1.188059233,59,3.469616348,-0.904025322,-1.703586423,47,-1.403507447,0.215448214,-4.809802267,0.563274082,12,"Anderson, Tim",All,-1.188059233,855,0.011695906,8,2,2,0,0,8,4,-2.891513802,-1.355014383,10.01335044,14.2316408,4.218290363,11.5036,23.7642,12.2606,"Anderson, Tim",373,2,32.4,109.6,87.8,99.2,92.3,85.3,429,119,429,147,39.4,11,2.9,2.1,524,373,0.245,0.25,-0.005,0.296,0.337,-0.041,0.26,0.28,-0.02,-0.902508003,-0.902508003,-0.85618864,0.1934924,-0.239811763,,,,,3008,0,0,0,0,3008,0,0,0,White Sox,SS,-1,-1,-2,2,-1,-1,-2,1,72%,73%,-1%,145,1942,-32.21991571,-17.93593971,-22.26492679,2.253578316,5.727372479,CWS,SS,30,236,11,4.52,27.2
500743,"Rojas, Miguel",2023,R,289,0.897515528,249,68.77145651,0.07266436,0.421686747,0.363321799,0.104417671,0.089965398,6.926842822,2,-11.65396191,40,0.138408304,147,0.508650519,33.03389162,4.861522497,-3.124521282,0.453287197,1.64781593,33.06610225,31.41828632,28.26523063,289,344,0.462209302,0.537790698,0.209302326,0.261627907,0.066860465,0.334302326,0.360465116,0.305232558,0.206395349,0.180232558,0.075581395,0.127906977,0.180232558,0.229651163,"Rojas, Miguel",,6,Shortstop,588,0,4,1,583,0,0,0,588,0,90.5,,,,84.4,,,,84.5,,84.5,,,,,,,,,,,,,,,,,,,,2023,2023,-0.244205139,0.044718795,-0.288923934,44,1.665045235,-0.76834715,-0.851979291,33,-0.673984708,0.385060775,-1.333006016,1.803410841,11,"Rojas, Miguel",All,-0.288923934,500,0.02,8,2,1,0,0,8,3,2.002424419,-1.532019594,12.10386117,16.91745119,4.813590022,13.3434,26.7545,13.4111,"Rojas, Miguel",344,11,33.4,108.7,87.3,97.5,89.7,87.1,398,152,386,110,32,10,2.9,2.4,423,344,0.236,0.247,-0.011,0.322,0.338,-0.016,0.271,0.286,-0.015,4.282950331,4.282950331,4.393366913,,-0.110416582,,,,,2861,0,0,0,0,2861,0,0,0,Dodgers,SS,5,6,6,2,-3,1,2,4,80%,78%,2%,119,1455,-12.89722208,-14.45642919,-10.50176356,6.225773423,5.835197245,LAD,SS,34,174,,4.57,26.4
621563,"Wendle, Joey",2023,L,227,0.90438247,177,68.31311392,0.013215859,0.435028249,0.339207048,0.107344633,0.083700441,7.031807093,6,-18.0010366,50,0.220264317,100,0.440528634,28.99129124,4.547584202,0.470493348,0.400881057,-0.465185095,24.88310044,25.34828553,30.13767287,227,236,0.559322034,0.440677966,0.199152542,0.216101695,0.025423729,0.292372881,0.394067797,0.313559322,0.199152542,0.254237288,0.105932203,0.093220339,0.139830508,0.207627119,"Wendle, Joey",,6,Shortstop,439,0,0,0,439,0,0,0,439,0,86,,,,80.1,,,,80.1,,80.1,"Wendle, Joey",-0.100922495,0.120370555,0.003827159,0,-0.104749654,-0.005814026,0,0.126184581,5,2,0.4,0.509656509,0.522924381,0,2,0.4,1,2023,2023,2023,1.766474223,1.205976345,0.560497878,26,1.818348858,0,-0.612372513,18,0.446805468,0.113692409,2.104457599,0.398428697,8,"Wendle, Joey",All,0.560497878,373,0.021447721,7,1,0,0,0,7,1,2.263203822,0.239682474,12.58434188,16.27676353,3.692421652,12.598875,22.502375,9.9035,"Wendle, Joey",236,3.8,31.8,106.5,89.2,98,92.5,87.1,406,136,368,93,39.4,8,3.4,2.5,318,236,0.212,0.232,-0.02,0.306,0.33,-0.024,0.242,0.266,-0.024,-2.40730605,-2.40730605,-2.572548284,0.120370555,0.044871679,,,,,2263,0,0,0,0,2263,0,0,0,Marlins,SS,-3,-3,-1,0,-2,0,-3,-1,78%,79%,-1%,146,1180,-21.93262124,-14.92451426,-12.38173545,1.728648627,3.644979846,MIA,SS,33,144,,4.28,27.8
669397,"Allen, Nick",2023,R,308,0.900584795,254,66.18537312,0.006493506,0.401574803,0.331168831,0.082677165,0.068181818,6.458553062,12,-12.5618455,54,0.175324675,149,0.483766234,27.74795467,4.941576445,0.836066625,0.435064935,4.254804529,32.14901167,27.89420714,27.32494936,308,259,0.548262548,0.451737452,0.185328185,0.193050193,0.073359073,0.277992278,0.420849421,0.301158301,0.166023166,0.258687259,0.123552124,0.111969112,0.162162162,0.177606178,"Allen, Nick",,6,Shortstop,483,0,0,0,483,0,0,0,483,0,89.6,,,,85.9,,,,85.9,,85.9,"Allen, Nick",0.246197383,-0.239787373,0.326963735,0,-0.080766351,-0.347895151,0,0.108107778,4,3,0.75,0.565382817,0.565044074,0,3,0.75,1,2023,2023,2023,-0.294224101,-0.402314308,0.108090207,21,0.990407432,-0.880112573,-0.512609167,15,0.261773122,-0.153682914,0.998884225,-0.988695319,6,"Allen, Nick",All,0.108090207,507,0.01183432,5,1,0,0,0,5,1,-0.4140208,0.424209705,12.7376888,15.63528631,2.89759751,12.05733333,23.075,11.01766667,"Allen, Nick",259,6.8,28.6,107.1,84.8,95.6,88.7,84.1,402,129,378,69,26.6,3,1.2,0.9,329,259,0.221,0.22,0.001,0.287,0.292,-0.005,0.245,0.252,-0.007,1.364803516,1.364803516,0.919636004,-0.239787373,0.684954885,,,,,2459,0,0,0,0,2459,0,0,0,Athletics,SS,1,1,6,-3,-1,0,-1,2,73%,73%,0%,133,1167,-22.49823906,-19.2108008,-12.43969655,5.600400807,3.551857489,ATH,SS,24,153,,4.38,27.9
672779,"Marcano, Tucupita",2023,L,30,0.909090909,25,65.73948233,0.033333333,0.32,0.266666667,0.04,0.033333333,7.370603333,0,-2.412313164,5,0.166666667,15,0.5,34.62801119,14.59823856,-0.690297174,0.633333333,1.148943418,27.38252033,26.23357692,29.28154216,30,172,0.430232558,0.569767442,0.25,0.244186047,0.075581395,0.38372093,0.36627907,0.25,0.255813953,0.139534884,0.034883721,0.127906977,0.226744186,0.215116279,"Marcano, Tucupita",,6,Shortstop,236,0,25,0,211,0,0,0,236,0,87.5,,,,84.2,,,,84,,84,"Marcano, Tucupita",-0.380734617,0.309611362,0.00191358,0,-0.382648197,-0.00188116,0,0.311492521,6,1,0.166666667,0.458811736,0.41070201,0,1,0.166666667,1,2023,2023,2023,0.555942703,0.50496583,0.050976873,20,0.727424615,0,-0.222458785,15,-0.203403449,0.254380322,-0.51491976,1.160513652,5,"Marcano, Tucupita",All,0.050976873,281,0.017793594,4,1,0,0,0,4,1,0.958161512,-0.31256762,12.24437594,14.75828196,2.513906015,13.4332,26.7554,13.3222,"Marcano, Tucupita",172,14.4,32,105.5,88.3,97.9,92.7,84.1,419,164,403,60,34.9,9,5.2,4.1,220,172,0.233,0.245,-0.012,0.356,0.375,-0.019,0.275,0.292,-0.017,-5.638810448,-5.638810448,-4.633719886,0.309611362,-1.314701923,,,,,1170,0,0,0,0,1170,0,0,0,Pirates,SS,-5,-6,-3,-1,-2,1,-5,-2,71%,74%,-3%,134,731,-5.585741147,-3.599535042,-6.81106417,2.077962814,2.746895251,PIT,SS,23,71,,4.33,27.6
672695,"Perdomo, Geraldo",2023,R,284,0.901587302,245,65.65539401,0.024647887,0.420408163,0.362676056,0.044897959,0.038732394,6.657340071,12,-12.61054383,39,0.137323944,127,0.447183099,35.78672714,9.473425621,-1.2472863,0.478873239,8.392655916,22.2426692,13.85001328,25.93326587,284,339,0.412979351,0.587020649,0.271386431,0.233038348,0.08259587,0.407079646,0.345132743,0.247787611,0.200589971,0.15339233,0.05899705,0.206489676,0.191740413,0.18879056,"Perdomo, Geraldo",,6,Shortstop,736,0,111,18,607,0,0,0,736,0,92.5,,85.3,,86.7,,,,86.8,,86.8,"Perdomo, Geraldo",-0.25107698,0.227096614,0.242241113,0,-0.493318093,-0.243663375,0,0.470759989,6,2,0.333333333,0.548089991,0.542081089,0,2,0.333333333,1,2023,2023,2023,1.45973865,1.393604397,0.066134253,59,3.552443389,-1.540672973,-0.618166019,42,-0.767390149,0.833524402,-1.720275628,3.934846781,17,"Perdomo, Geraldo",All,0.066134253,699,0.022889843,13,3,1,0,0,13,4,3.721691065,-1.507119911,11.42015214,16.15249445,4.732342314,13.5501875,28.183125,14.6329375,"Perdomo, Geraldo",339,16.4,34.8,104.9,85.7,94.6,88.2,83.9,413,157,385,66,19.5,3,0.9,0.6,495,339,0.246,0.203,0.043,0.359,0.277,0.082,0.319,0.277,0.042,2.707214945,2.707214945,1.086108779,-0.243661307,1.864767474,,,,,2604,0,0,0,0,2604,0,0,0,D-backs,SS,3,4,5,1,-2,0,2,2,74%,73%,1%,109,2064,-0.458660361,-17.65948403,-16.96604742,24.15878855,10.00808253,AZ,SS,23,199,1,4.45,27.2
665833,"Cruz, Oneil",2024,L,879,0.912772586,590,78.53322484,0.753128555,0.340677966,0.228668942,0.245762712,0.164960182,7.663641729,10,-10.03188839,289,0.328782708,304,0.345847554,32.94665269,8.373715996,-6.744362184,0.419795222,9.070904272,35.28756291,26.21665864,28.32284719,879,364,0.480769231,0.519230769,0.206043956,0.252747253,0.06043956,0.392857143,0.35989011,0.247252747,0.222527473,0.181318681,0.076923077,0.17032967,0.178571429,0.17032967,"Cruz, Oneil",,6,Shortstop,420,0,0,0,347,0,73,0,347,73,103.3,,,,95.3,,99.1,,95.3,99.1,99.1,"Cruz, Oneil",1.669040978,-0.212124619,3.384138213,0,-1.715097235,-2.335647667,0,2.123523048,76,36,0.473684211,0.426853873,0.505239621,0,36,0.473684211,1,2024,2024,2024,4.219832087,2.294461598,1.925370489,62,3.209846575,0,-0.915384977,46,2.349738241,-0.424367752,9.397224492,-1.308116377,16,"Cruz, Oneil",All,1.925370489,809,0.019777503,15,1,0,0,0,15,1,6.858912652,1.230195463,11.38422266,15.25578776,3.871565104,11.6688125,22.161,10.4921875,"Cruz, Oneil",364,9.8,32.1,121.5,95.5,107.2,98.5,94.4,472,160,422,200,54.9,57,15.7,9.5,599,364,0.259,0.259,0,0.449,0.475,-0.026,0.331,0.344,-0.013,-0.744983724,-0.744983724,-2.294543205,0.551514162,0.99804532,,,,,2875,0,0,0,0,2875,0,0,0,Pirates,SS,-2,-3,3,1,-6,-1,-3,0,75%,76%,-1%,134,2381,10.48786427,-1.246194787,-9.005560598,11.22441363,9.515206026,PIT,SS,25,187,33,4.26,28.8
683002,"Henderson, Gunnar",2024,L,1109,0.903830481,868,76.28623982,0.644724977,0.322580645,0.252479711,0.228110599,0.178539225,7.233485852,20,-5.457883855,241,0.217312894,429,0.386834986,30.52201977,8.320931334,2.943114904,0.474301172,7.7020067,32.56304709,24.86104039,26.62181384,1109,475,0.473684211,0.526315789,0.235789474,0.246315789,0.044210526,0.366315789,0.4,0.233684211,0.216842105,0.197894737,0.058947368,0.149473684,0.202105263,0.174736842,"Henderson, Gunnar",,6,Shortstop,724,0,0,0,724,0,0,0,724,0,93.6,,,,89,,,,89,,89,"Henderson, Gunnar",-0.100686106,0.101791959,0.00706232,0,-0.107748427,-0.007000901,0,0.10879286,7,2,0.285714286,0.369600897,0.361134188,0,2,0.285714286,1,2024,2024,2024,4.633673039,2.878552829,1.75512021,95,6.180846516,-1.510128309,-1.792165378,71,1.395496011,0.359624199,6.099318291,1.324617913,24,"Henderson, Gunnar",All,1.75512021,1315,0.015969582,19,2,1,2,0,21,3,6.342604325,1.081331878,12.9978719,16.53998347,3.54211157,12.55385714,24.13619048,11.58233333,"Henderson, Gunnar",475,9.2,34.5,113.1,92.8,104,96.1,90.8,430,163,399,256,53.9,53,11.2,7.4,719,475,0.281,0.279,0.002,0.529,0.499,0.03,0.381,0.375,0.006,-2.839116613,-2.839116613,-1.202176883,0.101791959,-1.738731689,,,,,4152,0,0,0,0,4152,0,0,0,Orioles,SS,0,0,-6,6,-3,3,-3,3,75%,75%,0%,110,2896,32.88429393,6.770353952,-12.87963197,26.98272342,12.01084853,BAL,SS,23,269,16,4.22,28.9
682829,"De La Cruz, Elly",2024,R,990,0.905763952,691,75.17320315,0.538383838,0.316931983,0.221212121,0.189580318,0.132323232,7.280193707,31,2.647744401,299,0.302020202,350,0.353535354,35.21541494,9.607012748,0.546540773,0.527272727,7.849263023,36.0691637,28.21990068,29.66118642,990,403,0.47146402,0.52853598,0.248138958,0.248138958,0.032258065,0.434243176,0.339950372,0.225806452,0.290322581,0.146401985,0.034739454,0.143920596,0.193548387,0.191066998,"De La Cruz, Elly",,6,Shortstop,700,0,0,0,700,0,0,0,700,0,96.2,,,,91,,,,91,,91,"De La Cruz, Elly",-0.177710312,0.199929496,0.383402629,0,-0.561112941,-0.41646209,0,0.616391586,6,2,0.333333333,0.519760705,0.525090329,0,2,0.333333333,1,2024,2024,2024,7.405567181,1.820225315,5.585341866,148,7.779750224,-5.36607464,-0.593450269,78,2.654059044,2.931282822,23.20657185,16.74960497,70,"De La Cruz, Elly",All,5.585341866,737,0.086838535,55,9,3,1,2,58,12,49.57975082,-9.623573994,12.81029431,16.75457398,3.944279675,13.01742188,21.90273438,8.8853125,"De La Cruz, Elly",403,9.7,35.5,114.7,91.8,103,95.9,88.4,455,164,408,184,45.7,51,12.7,7.3,696,403,0.259,0.237,0.022,0.471,0.437,0.034,0.349,0.33,0.019,8.852709085,8.852709085,10.77018017,0.199929496,-2.117400583,,,,,4173,0,0,0,0,4173,0,0,0,Reds,SS,11,14,8,6,-3,4,5,9,77%,75%,2%,113,2751,20.09552646,3.761292988,-15.85131776,20.47999382,11.70555741,CIN,SS,22,249,81,4.21,30
595879,"Báez, Javier",2024,R,427,0.906581741,304,74.82568265,0.494145199,0.299342105,0.213114754,0.174342105,0.12412178,8.623558923,8,-23.23795345,123,0.288056206,167,0.391100703,30.48028939,11.32866437,-6.714749676,0.573770492,4.558335853,31.67877604,27.12044018,28.6017456,427,206,0.466019417,0.533980583,0.257281553,0.208737864,0.067961165,0.412621359,0.388349515,0.199029126,0.237864078,0.165048544,0.063106796,0.174757282,0.223300971,0.13592233,"Báez, Javier",,6,Shortstop,362,0,0,0,362,0,0,0,362,0,97.2,,,,88.9,,,,88.9,,88.9,"Báez, Javier",-0.003460445,-0.001667514,0.001914539,0,-0.005374985,-0.003746088,0,0.002078574,3,1,0.333333333,0.347187566,0.336561694,0,1,0.333333333,1,2024,2024,2024,0.393277544,-0.218411477,0.61168902,32,1.06250697,-0.958624468,-0.322293979,24,0.093706663,0.517982357,0.778137782,2.387044634,8,"Báez, Javier",All,0.61168902,315,0.025396825,7,1,0,0,0,7,1,3.250572267,-0.085389851,10.58337979,14.79892683,4.215547038,12.173125,25.098875,12.92575,"Báez, Javier",206,11.2,27.7,111.1,88.3,100.5,92.4,85.9,409,148,392,82,40,16,7.8,5.5,289,206,0.184,0.218,-0.034,0.294,0.353,-0.059,0.224,0.268,-0.044,-2.454926259,-2.454926259,-0.69536372,-0.001667514,-1.757895025,,,,,2017,0,0,0,0,2017,0,0,0,Tigers,SS,-1,-1,-1,1,-1,0,0,-1,74%,74%,0%,116,1020,-20.06191271,-7.673015887,-14.6866103,-2.242735452,4.540448928,DET,SS,31,119,,4.52,27.5
