,,,,bat tracking,,,,,,,,,,,,,,,,bat tracking swing path,,,,,,,,, batted ball ,,,,,,,,,,,,,,,Arm Strength,,,,,,,,,,,,,,,,,,,,,,,,,Base running value (Arm value on folder),,,,,,,,,,,,,,,,,,,Baseruning_run_value,,,,,,,,,,,,,,,Basestealing runnning game,,,,,,,,,,,,,,,,,,,,Exit velocity,,,,,,,,,,,,,,,,,Expected Statistics,,,,,,,,,,,Field Run Value,,,,,,,,,,,,,,,,,,Outs above avergae,,,,,,,,,,,,,Run value ( Swing take),,,,,,,Sprint speed,,,,,,
id,name,year,side,swings_competitive,percent_swings_competitive,contact,avg_bat_speed,hard_swing_rate,squared_up_per_bat_contact,squared_up_per_swing,blast_per_bat_contact,blast_per_swing,swing_length,swords,batter_run_value,whiffs,whiff_per_swing,batted_ball_events,batted_ball_event_per_swing,swing_tilt,attack_angle,attack_direction,ideal_attack_angle_rate,avg_intercept_y_vs_plate,avg_intercept_y_vs_batter,avg_batter_y_position,avg_batter_x_position,competitive_swings,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,fielder_name,team_name,primary_position,primary_position_name,total_throws,total_throws_1b,total_throws_2b,total_throws_3b,total_throws_ss,total_throws_lf,total_throws_cf,total_throws_rf,total_throws_inf,total_throws_of,max_arm_strength,arm_1b,arm_2b,arm_3b,arm_ss,arm_lf,arm_cf,arm_rf,arm_inf,arm_of,arm_overall,entity_name,runner_runs,fielder_runs,runner_runs_advances,runner_runs_thrown_out,runner_runs_hold,fielder_runs_advances,fielder_runs_thrown_out,fielder_runs_hold,n_opp_xb,n_att_xb,rate_att_xb,est_rate_att_generic_runner,est_rate_att_generic_fielder,n_out,n_safe,rate_safe,rate_safe_per_attempt,year.1,start_year,end_year,runner_runs_tot,runner_runs_XB,runner_runs_SBX,N_runner_moved,runner_runs_XB_swipe,runner_runs_XB_snipe,runner_runs_XB_freeze,N_runner_moved_XB,runner_runs_SB2,runner_runs_SB3,simple_stolen_on_running_act_SB2,simple_stolen_on_running_act_SB3,N_runner_moved_SBX,player_name,key_target_base,runs_stolen_on_running_act,n_init,rate_sbx,n_sb,n_cs,n_pk,n_bk,n_fb,n_plus,n_minus,net_act_plus,net_act_minus,r_primary_lead,r_secondary_lead,r_sec_minus_prim_lead,r_primary_lead_sbx,r_secondary_lead_sbx,r_sec_minus_prim_lead_sbx,"last_name, first_name",attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,total_runs,inf_of_runs,range_runs,arm_runs,dp_runs,catching_runs,framing_runs,throwing_runs,blocking_runs,outs_total,outs_2,outs_3,outs_4,outs_5,outs_6,outs_7,outs_8,outs_9,display_team_name,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted,team_id,pitches,runs_all,runs_heart,runs_shadow,runs_chase,runs_waste,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
571771,"Hernández, Enrique",2023,R,338,0.91598916,279,72.2667974,0.233727811,0.333333333,0.275147929,0.11827957,0.097633136,7.462327343,11,-5.166999844,59,0.174556213,142,0.420118343,28.24059493,6.549514662,-4.135919307,0.434911243,4.848398664,31.64194569,26.79354702,26.87153953,338,374,0.374331551,0.625668449,0.280748663,0.243315508,0.101604278,0.35026738,0.382352941,0.267379679,0.163101604,0.163101604,0.048128342,0.187165775,0.219251337,0.219251337,"Hernández, Enrique",,6,Shortstop,561,15,93,45,330,20,54,4,468,78,93.7,,78.2,,84.5,,87,,84.1,86.7,86.7,"Hernández, Enrique",-0.003395841,0.360188262,1.078671242,0,-1.082067083,-0.942820625,0,1.303008887,65,20,0.307692308,0.34230731,0.364233364,0,20,0.307692308,1,2023,2023,2023,-1.617289968,-0.443492326,-1.173797643,40,2.084434332,-0.823930076,-1.703996582,36,-1.009441714,-0.164355928,-5.112702682,-1.171788255,4,"Hernández, Enrique",All,-1.173797643,741,0.004048583,2,1,1,0,0,2,2,-6.616893115,0.332402179,12.56348794,16.22752057,3.664032624,10.93766667,24.294,13.35633333,"Hernández, Enrique",374,17,31,109.2,87.8,97.8,90.4,87.4,431,169,395,126,33.7,17,4.5,3.3,508,374,0.237,0.222,0.015,0.357,0.338,0.019,0.282,0.273,0.009,-10.61059369,-10.61059369,-9.342309734,-0.170279977,-1.098003983,,,,,1653,0,0,0,0,1653,0,0,0,---,SS,-10,-13,-5,-2,-6,0,-13,0,69%,74%,-5%,119,1964,-15.09854881,-18.21368616,-16.26643423,10.39716648,8.984405111,LAD,SS,31,173,,4.59,26.9
678662,"Tovar, Ezequiel",2023,R,571,0.900630915,390,71.93968657,0.213660245,0.292307692,0.199649737,0.125641026,0.085814361,7.450190247,8,-12.95440745,181,0.316987741,190,0.332749562,37.46187128,9.171888933,-2.714022822,0.390542907,5.508513482,34.22464572,28.71613224,26.14644594,571,420,0.430952381,0.569047619,0.264285714,0.261904762,0.042857143,0.311904762,0.395238095,0.292857143,0.185714286,0.188095238,0.057142857,0.126190476,0.207142857,0.235714286,"Tovar, Ezequiel",,6,Shortstop,651,0,0,0,651,0,0,0,651,0,97.2,,,,87.7,,,,87.7,,87.7,"Tovar, Ezequiel",-0.535631389,0.509811249,0.262375209,0,-0.798006599,-0.231876202,0,0.74168745,8,2,0.25,0.580952835,0.576702969,0,2,0.25,1,2023,2023,2023,-0.419332312,0.018110893,-0.437443205,74,4.240723237,-3.370782355,-0.851829989,60,-0.658847232,0.221404027,-0.72237768,0.816040058,14,"Tovar, Ezequiel",All,-0.437443205,715,0.01958042,10,4,0,0,0,10,4,1.918365101,-1.824702723,12.19548542,16.9690102,4.773524781,11.72821429,23.51885714,11.79064286,"Tovar, Ezequiel",420,12.6,36.4,109.8,88,99,91.6,84.9,447,170,407,152,36.2,34,8.1,5.5,615,420,0.253,0.243,0.01,0.408,0.389,0.019,0.298,0.29,0.008,13.32214216,13.32214216,11.46255807,0.509811249,1.34977285,,,,,3981,0,0,0,0,3981,0,0,0,Rockies,SS,11,15,5,3,5,1,12,3,73%,70%,3%,115,2290,-14.64554145,7.987417153,-32.40082539,2.324140771,7.443726013,COL,SS,21,230,1,4.38,28.1
641487,"Crawford, J.P.",2023,L,391,0.900921659,326,71.93479734,0.232736573,0.312883436,0.260869565,0.125766871,0.104859335,7.590375928,5,-1.987255736,65,0.166240409,178,0.455242967,32.99508883,7.47222592,-4.046109493,0.447570332,3.492858001,37.92710686,34.43424886,29.53187904,391,414,0.396135266,0.603864734,0.236714976,0.280193237,0.086956522,0.43236715,0.34057971,0.22705314,0.212560386,0.137681159,0.04589372,0.219806763,0.202898551,0.18115942,"Crawford, J.P.",,6,Shortstop,559,0,0,0,559,0,0,0,559,0,85.1,,,,82.3,,,,82.3,,82.3,"Crawford, J.P.",0.021284646,-0.003975377,0.063630532,0,-0.042345886,-0.084149017,0,0.08017364,8,3,0.375,0.399323834,0.420611841,0,3,0.375,1,2023,2023,2023,0.018661741,0.954560971,-0.93589923,62,4.383289993,-0.870504414,-2.558224608,61,-0.636363701,-0.299535529,-6.68311467,-2.063853188,1,"Crawford, J.P.",All,-0.93589923,1145,0.000873362,1,0,0,0,0,1,0,-12.00094523,3.253977368,11.40269224,13.65910199,2.256409747,11.158,26.219,15.061,"Crawford, J.P.",414,15.1,35,110.1,88.3,99.1,90.8,88.4,432,165,386,150,36.2,20,4.8,3.1,638,414,0.266,0.257,0.009,0.438,0.39,0.048,0.359,0.341,0.018,-8.070914467,-8.070914467,-6.189540982,-0.003975377,-1.877398108,,,,,3780,0,0,0,0,3780,0,0,0,Mariners,SS,-6,-8,1,-10,1,-1,-1,-7,76%,77%,-1%,136,2629,18.50916002,-7.363403484,-13.72195035,28.96246913,10.63204473,SEA,SS,28,188,,4.55,26.7
677551,"Franco, Wander",2023,R,167,0.917582418,140,71.82745545,0.203592814,0.357142857,0.299401198,0.164285714,0.137724551,6.804029819,3,4.294005004,27,0.161676647,65,0.389221557,31.23335369,7.73942425,4.81904844,0.54491018,11.41971732,29.15622332,17.736506,29.06509896,167,377,0.477453581,0.522546419,0.23872679,0.24668435,0.037135279,0.358090186,0.392572944,0.24933687,0.201591512,0.212201592,0.063660477,0.156498674,0.180371353,0.185676393,"Franco, Wander",,6,Shortstop,585,0,0,0,585,0,0,0,585,0,89.5,,,,84.1,,,,84.1,,84.1,"Franco, Wander",-0.243696655,0.244816316,0,0,-0.243696655,0,0,0.244816316,1,0,0,0.986355763,0.98848626,0,0,0,,2023,2023,2023,2.524677457,2.061146076,0.463531381,70,3.393967466,-0.839603974,-0.493217415,35,0.323517342,0.140014039,9.834896792,1.602822666,35,"Franco, Wander",All,0.463531381,746,0.042895442,26,6,3,0,0,26,9,18.7337695,-7.296050043,12.59489956,15.55627511,2.961375546,13.0305,24.1191875,11.0886875,"Franco, Wander",377,8.9,35,111,89.4,99.9,93.8,85.9,448,155,397,162,43,29,7.7,5.9,491,377,0.281,0.296,-0.015,0.475,0.488,-0.013,0.349,0.365,-0.016,8.037235749,8.037235749,8.374039197,0.244816316,-0.581619765,,,,,2844,0,0,0,0,2844,0,0,0,Rays,SS,8,11,8,2,0,0,6,5,80%,77%,3%,139,1901,14.42545779,2.507014724,-8.958299508,13.38163046,7.495112121,TB,SS,22,186,,4.34,27.5
608369,"Seager, Corey",2023,L,420,0.899357602,308,71.78005902,0.171428571,0.38961039,0.285714286,0.181818182,0.133333333,6.629425908,6,-0.83931503,112,0.266666667,165,0.392857143,33.74941633,14.10224725,-2.797603086,0.530952381,7.875600895,34.79079795,26.91519705,27.32294723,420,395,0.402531646,0.597468354,0.293670886,0.270886076,0.032911392,0.389873418,0.369620253,0.240506329,0.210126582,0.149367089,0.043037975,0.179746835,0.220253165,0.197468354,"Seager, Corey",,6,Shortstop,565,0,0,0,565,0,0,0,565,0,84.9,,,,81.6,,,,81.6,,81.6,"Seager, Corey",-5.30E-05,1.67E-05,0,0,-5.30E-05,0,0,1.67E-05,1,0,0,0.000534687,0.000158147,0,0,0,,2023,2023,2023,-2.312923022,-1.799856258,-0.513066764,41,2.339618839,-0.796480267,-3.342994831,40,-0.305943196,-0.207123568,-4.278177842,-1.573042318,1,"Seager, Corey",All,-0.513066764,994,0,0,0,0,1,0,1,0,-8.479929232,2.628709072,12.11480533,14.8721834,2.757378074,,,,"Seager, Corey",395,13,38,114.4,93.3,103.5,97.1,89,453,190,407,210,53.2,60,15.2,11.2,536,395,0.327,0.303,0.024,0.623,0.62,0.003,0.419,0.411,0.008,-1.603267455,-1.603267455,-1.783288014,1.67E-05,0.1800039,,,,,2855,0,0,0,0,2855,0,0,0,Rangers,SS,1,1,1,1,1,-2,3,-2,77%,77%,0%,140,1846,41.43260261,28.6738889,-9.520814301,13.57388137,8.705646643,TEX,SS,29,223,,4.67,26.2
665161,"Peña, Jeremy",2023,R,494,0.913123845,360,71.66043302,0.159919028,0.327777778,0.238866397,0.141666667,0.103238866,7.958987128,4,-8.674035368,134,0.271255061,186,0.376518219,33.32378534,10.76092231,-2.899361425,0.491902834,-2.580599038,25.53183341,28.11243245,27.48191043,494,450,0.544444444,0.455555556,0.188888889,0.228888889,0.037777778,0.417777778,0.355555556,0.226666667,0.284444444,0.202222222,0.057777778,0.133333333,0.153333333,0.168888889,"Peña, Jeremy",,6,Shortstop,682,0,0,0,682,0,0,0,682,0,90.1,,,,83.6,,,,83.6,,83.6,"Peña, Jeremy",-0.253431978,0.269851213,0.070466639,0,-0.323898617,-0.066722296,0,0.336573509,10,4,0.4,0.531631308,0.545694727,0,4,0.4,1,2023,2023,2023,1.765137219,3.07897774,-1.313840521,74,4.585579448,0,-1.506601707,54,-1.263205956,-0.050634565,-0.812134437,-0.546569439,20,"Peña, Jeremy",All,-1.313840521,1022,0.019569472,13,7,0,0,0,13,7,2.809695109,-4.168398985,12.0298897,15.17613528,3.146245578,11.32505,21.50865,10.1836,"Peña, Jeremy",450,5.5,32.2,111.6,88,99.1,91.3,86.4,432,136,388,161,35.8,18,4,2.8,634,450,0.263,0.261,0.002,0.381,0.377,0.004,0.31,0.31,0,4.604795933,4.604795933,1.467259914,0.269851213,2.867684806,,,,,3983,0,0,0,0,3983,0,0,0,Astros,SS,1,2,2,3,-5,1,-1,2,76%,75%,1%,117,2299,-4.258434814,-3.739091263,-19.83993309,11.47406814,7.846521392,HOU,SS,25,287,62,4.28,29.4
682928,"Abrams, CJ",2023,L,504,0.903225806,403,71.49955792,0.202380952,0.310173697,0.248015873,0.141439206,0.113095238,7.27893483,8,-10.74858583,101,0.200396825,210,0.416666667,28.39334364,9.908848284,0.439796303,0.51984127,3.036224449,28.38390051,25.34767606,28.96880204,504,451,0.44789357,0.55210643,0.250554324,0.206208426,0.095343681,0.359201774,0.399113082,0.241685144,0.188470067,0.197339246,0.062084257,0.170731707,0.201773836,0.179600887,"Abrams, CJ",,6,Shortstop,827,0,0,0,827,0,0,0,827,0,92.8,,,,84.9,,,,84.9,,84.9,"Abrams, CJ",-0.231321306,0.202796293,0.005702789,0,-0.237024095,-0.002374451,0,0.205170744,4,1,0.25,0.531852645,0.479406804,0,1,0.25,1,2023,2023,2023,8.017950303,2.47802717,5.539923133,84,3.684934007,0,-1.206906837,43,4.759992266,0.779930868,25.28797422,3.433773733,41,"Abrams, CJ",All,5.539923133,788,0.050761421,38,2,1,0,0,38,3,29.53945378,-0.817705827,12.16293794,16.36265303,4.199715092,12.777375,22.992775,10.2154,"Abrams, CJ",451,13.5,32.2,112.5,87.4,98.8,92.6,84,417,158,391,162,35.9,31,6.9,5,614,451,0.245,0.243,0.002,0.412,0.402,0.01,0.306,0.304,0.002,-7.48626038,-7.48626038,-6.496837081,0.202796293,-1.192219592,,,,,3883,0,0,0,0,3883,0,0,0,Nationals,SS,-6,-9,-2,0,-7,0,-3,-6,73%,75%,-2%,120,2212,-3.152191539,-1.455407898,-24.10108995,12.5764036,9.827902711,WSH,SS,22,222,13,4.22,28.6
543063,"Crawford, Brandon",2023,L,208,0.904347826,154,71.49123841,0.163461538,0.324675325,0.240384615,0.12987013,0.096153846,7.635680096,7,-11.82155703,54,0.259615385,67,0.322115385,32.76096281,15.12160273,-2.123557004,0.524038462,3.394721647,33.72585955,30.3311379,25.95829228,208,207,0.429951691,0.570048309,0.314009662,0.202898551,0.053140097,0.38647343,0.381642512,0.231884058,0.231884058,0.154589372,0.043478261,0.154589372,0.22705314,0.188405797,"Crawford, Brandon",,6,Shortstop,465,0,0,0,465,0,0,0,465,0,88.4,,,,85.5,,,,85.5,,85.5,"Crawford, Brandon",-0.242999479,0.249782997,0.00823337,0,-0.251232849,-0.003762319,0,0.253545317,5,2,0.4,0.606364519,0.606684625,0,2,0.4,1,2023,2023,2023,-0.026821393,-0.029890472,0.003069079,21,0.936386103,0,-0.966276574,20,0.031447826,-0.028378747,-0.880367078,-0.350907372,1,"Crawford, Brandon",All,0.003069079,310,0.003225806,1,0,0,0,0,1,0,-2.228570325,0.997295874,12.07769767,15.99725914,3.919561462,11.713,25.081,13.368,"Crawford, Brandon",207,14,32.4,110.4,89.8,99.6,93,87.3,420,165,397,89,43,21,10.1,6.6,320,207,0.194,0.214,-0.02,0.314,0.379,-0.065,0.26,0.293,-0.033,3.439114535,3.439114535,4.243513636,0.249782997,-1.054182099,,,,,2177,0,0,0,0,2177,0,0,0,Giants,SS,4,6,0,8,-2,0,3,2,72%,70%,2%,137,1227,-16.50075726,-11.09538367,-15.60379583,6.118980148,4.079442092,SF,SS,36,104,,4.53,25.8
621020,"Swanson, Dansby",2023,R,473,0.907869482,349,71.46371395,0.090909091,0.312320917,0.230443975,0.11747851,0.086680761,7.298617945,7,-9.495321473,124,0.262156448,160,0.338266385,35.83529309,14.35466064,-1.500063743,0.596194503,2.477043536,33.06419954,30.587156,27.76565453,473,413,0.440677966,0.559322034,0.251815981,0.242130751,0.065375303,0.428571429,0.370460048,0.200968523,0.251815981,0.15496368,0.033898305,0.176755448,0.215496368,0.167070218,"Swanson, Dansby",,6,Shortstop,649,0,0,0,649,0,0,0,649,0,88.1,,,,79.8,,,,79.8,,79.8,"Swanson, Dansby",-0.005202267,0.008807112,0.00191358,0,-0.007115846,-0.00188116,0,0.010688271,2,1,0.5,0.519492312,0.530073874,0,1,0.5,1,2023,2023,2023,1.488912538,2.198863935,-0.709951397,54,3.091496529,0,-0.892632594,46,-0.863980346,0.154028949,-5.385316577,0.365386259,8,"Swanson, Dansby",All,-0.709951397,1010,0.005940594,5,1,1,1,0,6,2,-6.196068984,1.176138667,12.50771704,16.55837085,4.050653805,11.994,24.5655,12.5715,"Swanson, Dansby",413,13,35.1,109.1,89.3,99.8,95.1,84,429,167,393,164,39.7,45,10.9,7.1,638,413,0.244,0.249,-0.005,0.416,0.461,-0.045,0.325,0.344,-0.019,15.7228923,15.7228923,14.75814019,0.008807112,0.955944996,,,,,3838,0,0,0,0,3838,0,0,0,Cubs,SS,15,20,11,8,0,0,14,6,78%,75%,3%,112,2558,-1.235065236,-10.59592401,-23.61476424,22.36326621,10.6123568,CHC,SS,29,217,9,4.29,28.4
642708,"Rosario, Amed",2023,R,301,0.909365559,239,71.20995784,0.15282392,0.313807531,0.249169435,0.121338912,0.096345515,7.239965805,2,-4.321106537,62,0.205980066,123,0.408637874,28.77989726,4.114394216,-1.256689485,0.378737542,4.32069728,27.57847481,23.25777753,26.83692009,301,414,0.480676329,0.519323671,0.18115942,0.270531401,0.06763285,0.304347826,0.405797101,0.289855072,0.198067633,0.202898551,0.079710145,0.106280193,0.202898551,0.210144928,"Rosario, Amed",,6,Shortstop,543,0,94,0,449,0,0,0,543,0,90,,77,,83,,,,82.6,,82.6,,,,,,,,,,,,,,,,,,,,2023,2023,-0.318171036,-0.590596951,0.272425915,76,4.808380972,-4.220972726,-1.178005197,65,0.314775067,-0.042349152,1.390599044,-0.695658062,11,"Rosario, Amed",All,0.272425915,776,0.014175258,9,2,0,0,0,9,2,0.161190108,0.533750875,12.24971027,15.64961463,3.39990436,11.52309091,22.84054546,11.31745455,"Rosario, Amed",414,7.6,33.8,110.5,88.3,99.5,92.2,87.1,408,148,379,163,39.4,14,3.4,2.6,545,414,0.263,0.267,-0.004,0.378,0.384,-0.006,0.297,0.306,-0.009,-10.61670476,-10.61670476,-10.63405131,,0.017346547,,,,,2558,0,0,0,0,2558,0,0,0,---,SS,-11,-14,-8,1,-5,-2,-10,-4,71%,74%,-3%,119,1979,-9.271299286,-1.318269101,-20.06007081,5.675325013,6.431715616,LAD,SS,27,256,42,4.23,29.4
606115,"Arcia, Orlando",2023,R,394,0.903669725,313,71.14149094,0.205583756,0.329073482,0.26142132,0.143769968,0.114213198,7.747398604,8,-6.700365967,81,0.205583756,168,0.426395939,26.8349288,7.464345449,-3.851074837,0.609137056,1.22274993,30.26297348,29.04022355,27.45315939,394,389,0.53470437,0.46529563,0.208226221,0.195372751,0.061696658,0.398457584,0.354755784,0.246786632,0.231362468,0.210796915,0.092544987,0.167095116,0.143958869,0.154241645,"Arcia, Orlando",,6,Shortstop,652,0,0,0,652,0,0,0,652,0,93.1,,,,86.9,,,,86.9,,86.9,"Arcia, Orlando",-0.238418053,0.147739748,0.107463313,0,-0.345881365,-0.100747537,0,0.248487285,7,2,0.285714286,0.472370032,0.416533455,0,2,0.285714286,1,2023,2023,2023,-2.161691603,-1.484500921,-0.677190683,47,2.248572949,-2.613285445,-1.119788425,47,-0.54418151,-0.133009173,-4.876556412,-0.809584973,0,"Arcia, Orlando",All,-0.677190683,562,0,0,0,0,0,0,0,0,-7.526291761,1.840150376,11.17721402,14.6892417,3.512027675,,,,"Arcia, Orlando",389,5.4,30.6,109.4,88.2,99.2,92.7,85.9,427,140,409,160,41.1,27,6.9,5.1,533,389,0.264,0.242,0.022,0.42,0.396,0.024,0.321,0.306,0.015,1.177101036,1.177101036,2.447706678,0.147739748,-1.41834539,,,,,3630,0,0,0,0,3630,0,0,0,Braves,SS,3,4,3,3,-1,0,4,0,75%,74%,1%,144,2132,6.246528398,-1.109345103,-17.47027075,16.21304906,8.613095192,ATL,SS,28,246,,4.67,25.9
596019,"Lindor, Francisco",2023,R,498,0.907103825,398,71.0184704,0.146586345,0.354271357,0.28313253,0.148241206,0.118473896,7.559310869,2,-2.436619114,100,0.200803213,191,0.383534137,32.32807643,10.76736407,-4.858359197,0.590361446,5.55961147,30.88744518,25.32783371,25.12773633,498,472,0.341101695,0.658898305,0.313559322,0.241525424,0.103813559,0.447033898,0.353813559,0.199152542,0.199152542,0.120762712,0.021186441,0.247881356,0.233050847,0.177966102,"Lindor, Francisco",,6,Shortstop,787,0,0,0,787,0,0,0,787,0,83.3,,,,80,,,,80,,80,"Lindor, Francisco",-0.198314885,0.224430727,0.033433027,0,-0.231747913,-0.033440783,0,0.25787151,4,2,0.5,0.737605507,0.755376484,0,2,0.5,1,2023,2023,2023,3.452098086,0.497107767,2.954990318,79,3.339752827,-1.672109097,-1.170535963,51,1.591080762,1.363909556,8.434734545,6.282540363,28,"Lindor, Francisco",All,2.954990318,933,0.027867095,24,2,1,1,0,25,3,14.67113356,0.046141347,11.64451761,16.59199648,4.947478873,12.41375,25.43791667,13.02416667,"Lindor, Francisco",472,19.2,35.8,112.4,91.2,100.8,94.5,89.2,439,187,398,207,43.9,49,10.4,7.1,687,472,0.254,0.25,0.004,0.47,0.462,0.008,0.346,0.346,0,7.03303891,7.03303891,4.511370868,0.224430727,2.297237315,,,,,4096,0,0,0,0,4096,0,0,0,Mets,SS,5,6,6,6,-5,-1,9,-3,76%,75%,1%,121,2741,20.64272349,-0.970258133,-14.13898347,22.22399871,13.52796638,NYM,SS,29,191,1,4.35,28.1
683011,"Volpe, Anthony",2023,R,429,0.901260504,333,70.87048268,0.090909091,0.303303303,0.235431235,0.105105105,0.081585082,7.145252009,8,-13.63713768,96,0.223776224,157,0.365967366,33.6699581,12.48373916,-2.106939406,0.573426573,-0.733208326,29.29120719,30.02441552,29.23631998,429,377,0.411140584,0.588859416,0.275862069,0.24933687,0.063660477,0.466843501,0.305039788,0.228116711,0.267904509,0.106100796,0.037135279,0.198938992,0.198938992,0.190981432,"Volpe, Anthony",,6,Shortstop,907,0,0,0,907,0,0,0,907,0,87.3,,,,81.8,,,,81.8,,81.8,"Volpe, Anthony",-0.67192891,0.617650248,0.022595964,0,-0.694524874,-0.02263166,0,0.640281908,9,3,0.333333333,0.678667579,0.645703473,0,3,0.333333333,1,2023,2023,2023,2.867340122,1.649844497,1.217495625,71,3.080097463,0,-1.430252966,42,0.109287156,1.108208469,4.249924152,6.469002954,29,"Volpe, Anthony",All,1.217495625,780,0.032051282,22,3,3,0,1,23,6,14.42408629,-3.705159187,10.76881197,15.14177066,4.372958689,11.50684,25.83372,14.32688,"Volpe, Anthony",377,14.2,35.5,108.7,88.7,99.5,93.6,84.4,419,169,383,162,43,34,9,5.7,601,377,0.209,0.228,-0.019,0.383,0.402,-0.019,0.29,0.308,-0.018,0.644063718,0.644063718,0.786344442,0.617650248,-0.759930972,,,,,4040,0,0,0,0,4040,0,0,0,Yankees,SS,1,1,-1,0,0,2,2,-1,78%,78%,0%,147,2335,-15.36955862,-14.99667966,-24.71248654,13.00166777,11.33793982,NYY,SS,22,193,,4.4,28.4
669242,"Edman, Tommy",2023,R,309,0.908823529,268,70.84253473,0.158576052,0.369402985,0.32038835,0.149253731,0.129449838,6.907279967,2,-4.45003555,41,0.132686084,158,0.511326861,24.29038759,7.373072041,-0.641724584,0.553398058,0.48747536,28.04341514,27.55593978,27.38534626,309,402,0.517412935,0.482587065,0.213930348,0.201492537,0.067164179,0.410447761,0.370646766,0.218905473,0.236318408,0.206467662,0.074626866,0.174129353,0.164179104,0.144278607,"Edman, Tommy",,6,Shortstop,694,0,247,0,301,0,132,14,548,146,92.3,,78.9,,80.5,,85.7,,80.6,86.7,86.7,"Edman, Tommy",0.151784212,-0.841589249,2.328103642,-0.830873295,-1.345446136,-2.625560583,0.797301935,0.986669398,99,43,0.434343434,0.427160413,0.398200371,1,42,0.424242424,0.976744186,2023,2023,2023,0.854429344,0.034199852,0.820229491,69,3.106606655,-1.654556304,-1.417850498,44,0.314201397,0.506028095,5.422177596,2.25625088,25,"Edman, Tommy",All,0.820229491,821,0.029232643,20,4,1,0,0,20,5,10.54025329,-2.861824815,11.49415726,15.62883199,4.134674731,11.73569565,24.59865217,12.86295652,"Edman, Tommy",402,7.5,27.9,111.2,89.1,99.5,92.4,88.1,424,142,391,156,38.8,20,5,3.8,528,402,0.248,0.259,-0.011,0.399,0.393,0.006,0.306,0.312,-0.006,2.852881509,2.852881509,3.108036915,-0.191504159,-0.063651247,,,,,1190,0,0,0,0,1190,0,0,0,Cardinals,SS,3,4,0,4,0,1,4,0,79%,76%,3%,138,1809,-3.720131953,-11.71040819,-10.28611587,9.130405025,9.145987079,STL,SS,28,212,7,4.24,28.8
593428,"Bogaerts, Xander",2023,R,423,0.9,347,70.42088671,0.153664303,0.380403458,0.312056738,0.123919308,0.101654846,7.179974048,4,3.011785612,76,0.179669031,194,0.458628842,32.57403975,9.371669409,-4.585641071,0.529550827,15.80275027,32.44017605,16.63742578,28.66024582,423,492,0.49796748,0.50203252,0.225609756,0.211382114,0.06504065,0.365853659,0.345528455,0.288617886,0.235772358,0.182926829,0.079268293,0.130081301,0.162601626,0.209349593,"Bogaerts, Xander",,6,Shortstop,660,0,0,0,660,0,0,0,660,0,85.4,,,,80.9,,,,80.9,,80.9,"Bogaerts, Xander",-0.170147191,0.187443254,0.022583697,0,-0.192730888,-0.006626077,0,0.194069332,3,1,0.333333333,0.591805586,0.607314865,0,1,0.333333333,1,2023,2023,2023,0.428674555,-0.615567489,1.044242044,74,2.790918593,-0.840620075,-2.565866007,54,-0.049147877,1.093389921,-1.117911253,5.12742653,20,"Bogaerts, Xander",All,1.044242044,1112,0.01528777,15,2,1,2,0,17,3,3.040159321,0.969355955,11.75696209,15.64792607,3.890963981,14.13111765,27.47258824,13.34147059,"Bogaerts, Xander",492,7.9,28.3,111.4,87.6,98.5,92.1,85,455,148,396,170,34.6,30,6.1,4.5,665,492,0.285,0.252,0.033,0.44,0.4,0.04,0.343,0.317,0.026,-0.467455284,-0.467455284,1.929547314,0.187443254,-2.584445853,,,,,3857,0,0,0,0,3857,0,0,0,Padres,SS,2,3,3,-1,1,0,-1,3,75%,75%,0%,135,2644,7.087026309,-6.316906119,-11.19606825,14.4304248,10.16957587,SD,SS,30,287,,4.38,27.6
